id,source_id,babe_url,lib_url,babe_title,lib_title,title_distance,babe_title_len,lib_title_len,content_distance,babe_content_len,lib_content_len,
61a752bf78beb21022f22a1d6f3adcca,,http://www.nttonlinenow.com/berita-ntt/daratan-timor/9743-ibrahim-medah-terima-penghargaan-tokoh-kristiani-nasional-2015-versi-majalah-narwastu,,Ibrahim Medah Terima Penghargaan Tokoh Kristiani Nasional 2015 Versi Majalah Narwastu,,0,85,0,0,4654,0,
618aae46015ec72b06d56ad2b96698da,,http://beritapalu.com/blog/10154/,,Ini Dia Action Camera, Nikon KeyMission 360,beritapalu.com Is For Sale,35,43,26,1453,1453,0
5d48e5cede20bd5c1dbf2212d08e2ba1,,http://www.kediripedia.com/lima-aji-se-jatim-tolak-krisis-ekologi/,http://www.kediripedia.com/lima-aji-se-jatim-tolak-krisis-ekologi/,Lima AJI se-Jatim Tolak Krisis Ekologi,Lima AJI se-Jatim Tolak Krisis Ekologi,0,38,38,89,2245,2245,
9395608a70e0f51eb23ddba8631990be,,http://feedproxy.google.com/~r/TerasLampung/~3/vY0E10vN_Ww/perampokan-disertai-pencabulan-dua.html,,"Perampokan Disertai Pencabulan: Dua Pelajar Ditangkap Polisi, Tiga Melarikan Diri",,0,81,0,0,3021,0,
561f4e679150dbff44680307ca85cb40,,http://zonasultra.com/berita/politik/8411-dilaporkan-ke-bawaslu-timsel-buteng-terancam-pidana,,"Dilaporkan ke Bawaslu, Timsel Buteng Terancam Pidana",,0,52,0,0,1422,0,
18e780cc824ee8a7ad7d8e1b64656561,,http://www.baratnews.com/pria-ini-potong-kemaluan-pemerkosa-istrinya-lalu-dimakan.html,,Pria Ini Potong Kemaluan Pemerkosa Istrinya Lalu Dimakan,,0,56,0,0,3300,0,
e51531953c81648c429ed3234f57add3,,http://beritajogja.id/ramalan-sri-sultan-hamengku-buwono-hb-vii-soal-kraton-jogja.html,http://beritajogja.id/ramalan-sri-sultan-hamengku-buwono-hb-vii-soal-kraton-jogja.html,Ramalan Sri Sultan Hamengku Buwono (HB) VII Soal Kraton Jogja,Ramalan Sri Sultan Hamengku Buwono (HB) VII Soal Kraton Jogja - Berita Jogja,15,61,76,55,1204,1151,
55a7c294c66250c76dab06525a06d8fe,,http://www.suara.com/lifestyle/2015/11/16/210000/woman-on-top-posisi-seks-terbaik-tapi-berbahaya,http://www.suara.com/lifestyle/2015/11/16/210000/woman-on-top-posisi-seks-terbaik-tapi-berbahaya,"""Woman on Top"", Posisi Seks Terbaik Tapi Berbahaya","""Woman on Top"", Posisi Seks Terbaik Tapi Berbahaya",0,50,50,175,2014,2189,
eded8f496b99d7622c8b1fb44e863874,,http://www.seputaraceh.com/read/22898/2016/01/16/foto-menikmati-senja-sempurna-di-aceh,,Foto Menikmati Senja Sempurna di Aceh,Foto Menikmati Senja Sempurna di Aceh,0,37,37,444,732,288,
8689754315f6eb18ff54e79dea285b76,,http://www.harianaceh.co.id/2015/11/17/ir-rusman-sarasehan-wadah-musrenbang-petani-dan-nelayan/?utm_source=rss&utm_medium=rss&utm_campaign=ir-rusman-sarasehan-wadah-musrenbang-petani-dan-nelayan,,Ir Rusman: Sarasehan Wadah Musrenbang Petani dan Nelayan,,0,56,0,0,1468,0,
484e71e21e4aa18131960338e7f36e8a,,http://www.harianaceh.co.id/2015/11/17/presiden-hadi-pulang-ke-yaman-setelah-lama-terasing-di-saudi/?utm_source=rss&utm_medium=rss&utm_campaign=presiden-hadi-pulang-ke-yaman-setelah-lama-terasing-di-saudi,,Presiden Hadi Pulang ke Yaman Setelah Lama Terasing di Saudi,,0,60,0,0,1359,0,
0237d30d5510df67bf089139b590f637,,http://www.harianaceh.co.id/2016/01/18/109561/,,Ahmad Muhazan Minta Orangtua Bakar Kitab Sebelum Lakukan Aksi Teroris,,0,69,0,0,1980,0,
15732f28b346ba4ba28c3df1d2b3d218,,http://www.harianaceh.co.id/2015/11/17/penguatan-wall-street-diikuti-ihsg/?utm_source=rss&utm_medium=rss&utm_campaign=penguatan-wall-street-diikuti-ihsg,,Penguatan Wall Street Diikuti IHSG,,0,34,0,0,1269,0,
fa71207b61b197d6b8cad6e20a0c02f4,,http://www.harianaceh.co.id/2016/01/16/tampil-lawan-liverpool-carrick-absen-schweinteiger-diragukan/,,"Tampil Lawan Liverpool, Carrick Absen, Schweinteiger Diragukan",,0,62,0,0,1682,0,
9ef0341b6e57aa11eabca86a661e7514,,http://www.harianaceh.co.id/2015/11/17/cairan-pengikat-polusi-karbon-berhasil-ditemukan-ilmuwan-inggris/?utm_source=rss&utm_medium=rss&utm_campaign=cairan-pengikat-polusi-karbon-berhasil-ditemukan-ilmuwan-inggris,,Cairan Pengikat Polusi Karbon Berhasil Ditemukan Ilmuwan Inggris,,0,64,0,0,1239,0,
40f1db452fe6be38fb13744e6e22932b,,http://www.harianaceh.co.id/2016/01/15/brimob-di-dpr-dikira-fahri-hamzah-ada-kaitan-dengan-terorisme/,,Brimob di DPR Dikira Fahri Hamzah Ada Kaitan dengan Terorisme,,0,61,0,0,1900,0,
5fae9c3df8c681e8d37d99987ff89042,,http://www.harianaceh.co.id/2015/11/16/ado-minta-doto-dan-mualem-se-iya-se-kata/?utm_source=rss&utm_medium=rss&utm_campaign=ado-minta-doto-dan-mualem-se-iya-se-kata,,ADO Minta Doto dan Mualem Se-Iya Se-Kata,,0,40,0,0,2743,0,
388139a35a78cfc1318c4ca7442d226d,,http://www.harianaceh.co.id/2015/11/17/untuk-menjaga-kesehatan-otak-konsumsilah-makanan-berkarbohidrat/?utm_source=rss&utm_medium=rss&utm_campaign=untuk-menjaga-kesehatan-otak-konsumsilah-makanan-berkarbohidrat,,"Untuk Menjaga Kesehatan Otak, Konsumsilah Makanan Berkarbohidrat",,0,64,0,0,1757,0,
a00a425d808dc6fed46480fec40ba1b6,,http://habaaceh.com/?p=2971,,GP Ansor Dukung Visi Banda Aceh Model Kota Madani,,0,49,0,0,2921,0,
9d44e003c879ce277a177b937f8a9aa8,,http://habaaceh.com/?p=2465,,Kapolri: Kasus Risma Dihentikan Bukan demi Hindari Polemik,,0,58,0,0,1732,0,
52c9821ce6fd2df5d31e14319ba184f3,,http://habaaceh.com/?p=2963,,GEMA MA KECAM PELAKU TEROR SARINAH,,0,34,0,0,997,0,
d2dd4fa6591592d3ee2c3ecb37a0f5fe,,http://habaaceh.com/?p=2531,,Jokowi Angkat Isu Kebakaran Hutan di Washington,,0,47,0,0,3832,0,
cec018bd2581ad9af374711d07ae1fcf,,http://rakyataceh.co/2015/11/angkut-mayat-susi-air-minta-rp-120-juta/,http://rakyataceh.co/2015/11/angkut-mayat-susi-air-minta-rp-120-juta/,"Angkut Mayat, Susi Air Minta Rp 120 Juta","Angkut Mayat, Susi Air Minta Rp 120 Juta",0,40,40,41,3857,3820,
d088a72f953c369e7f4fbea072fb805f,,http://www.juangnews.com/perkembangan-cyber-di-singkil-lamban/,,Perkembangan Cyber di Singkil Lamban,Perkembangan Cyber di Singkil Lamban - JuangNews,12,36,48,55,1904,1849,
ed5b55a6c22fa8bbfaf5df47b8aa7bd3,,http://cawageh.com/2015/11/kepal-utara-segerakan-layanan-terpadu-bagi-perempuan-dan-anak-korban-kekerasan/,,Kepal Utara:  Segerakan Layanan Terpadu bagi Perempuan dan Anak Korban Kekerasan,,0,80,0,0,2555,0,
93f4729428930fe4bcbbce48bf5a73a8,,http://www.kabarparlemen.com/2016/01/dewas-bpjs-kesehatan-harus-lebih-kritis.html,,Dewas BPJS Kesehatan Harus Lebih Kritis dan Berkualitas,,0,55,0,0,2396,0,
d433b836f56a8e607c56f85a16833f5c,,http://www.jejamo.com/keluarga-hj-nur-almah-gelar-pengajian.html,http://www.jejamo.com/keluarga-hj-nur-almah-gelar-pengajian.html,Keluarga Hj Nur Almah Gelar Pengajian,Keluarga Hj Nur Almah Gelar Pengajian,0,37,37,176,1045,871,
0d18574dc5904a784b84c9f3f4f1207b,,http://www.jejamo.com/inilah-beberapa-prestasi-sman-3-kotabumi-lampung-utara.html,http://www.jejamo.com/inilah-beberapa-prestasi-sman-3-kotabumi-lampung-utara.html,Inilah Beberapa Prestasi SMAN 3 Kotabumi Lampung Utara,Inilah Beberapa Prestasi SMAN 3 Kotabumi Lampung Utara,0,54,54,120,1200,1082,
4c8ea46a14a1880a1d41d55899c3b757,,http://www.jejamo.com/ada-alkohol-di-meja-makan-presiden-iran-tolak-makan-malam-bersama-di-prancis.html,http://www.jejamo.com/ada-alkohol-di-meja-makan-presiden-iran-tolak-makan-malam-bersama-di-prancis.html,"Ada Alkohol di Meja Makan, Presiden Iran Tolak Makan Malam Bersama di Prancis","Ada Alkohol di Meja Makan, Presiden Iran Tolak Makan Malam Bersama di Prancis",0,77,77,39,2108,2075,
ff6e685a89ccc377d67d7146c296edc9,,http://www.jejamo.com/ini-dia-beau-jeu-bola-resmi-piala-eropa-2016-besutan-adidas.html,http://www.jejamo.com/ini-dia-beau-jeu-bola-resmi-piala-eropa-2016-besutan-adidas.html,"Ini Dia Beau Jeu, Bola Resmi Piala Eropa 2016 Besutan Adidas","Ini Dia Beau Jeu, Bola Resmi Piala Eropa 2016 Besutan Adidas",0,60,60,78,1661,1583,
12c648aa2389a19116b0fcbc6787867a,,http://www.jejamo.com/ini-surat-terbuka-chris-john-untuk-teroris.html,http://www.jejamo.com/ini-surat-terbuka-chris-john-untuk-teroris.html,Ini Surat Terbuka Chris John untuk Teroris,Ini Surat Terbuka Chris John untuk Teroris,0,42,42,123,2024,1901,
01a28fe1b28d2d2594aff4cbc413bbb0,,http://www.radarlamteng.co/?p=4589,,"Ditinggal Kuliah, Rumah Mahasiswa Unila Diacak-Acak Maling",,0,58,0,0,994,0,
5bea612f3548ecc67937b80852e8bf1e,,http://radarjatim.com/terkaya-calon-bupati-tuban-berharta-rp-8293-milyar/,http://radarjatim.com/terkaya-calon-bupati-tuban-berharta-rp-8293-milyar/,"Terkaya, Calon Bupati Tuban Berharta Rp. 82,93 Milyar","Terkaya, Calon Bupati Tuban Berharta Rp. 82,93 Milyar » Radar Jatim - Berita Jatim",29,53,82,1,4290,4291,
be63df34b8dbb37754d408c53179cc2d,,http://www.satujurnal.com/2015/11/hadiri-turnamen-bola-voli-kapolresta.html,http://www.satujurnal.com/2015/11/hadiri-turnamen-bola-voli-kapolresta.html,"Hadiri Turnamen Bola Voli Kapolresta Cup VI, Walikota : Ajang Cegah Kenakalan Remaja","Hadiri Turnamen Bola Voli Kapolresta Cup VI, Walikota : Ajang Cegah Kenakalan Remaja : SatuJurnal.com",17,84,101,1,2382,2383,
2cab1cfde18e96ae319c5ed6b42a26f3,,http://www.beritalingkungan.com/2016/02/media-mempunyai-peran-penting-dalam.html,http://www.beritalingkungan.com/2016/02/media-mempunyai-peran-penting-dalam.html,Media Mempunyai Peran Penting dalam Edukasi Kesadaran Lingkungan Masyarakat,Media Mempunyai Peran Penting dalam Edukasi Kesadaran Lingkungan Masyarakat | Beritalingkungan.com,23,75,98,58,5151,5209,
5400ae7ef053bef44aa8fb109a70e309,,http://suarajakarta.co/ekstra/khazanah-islam/pak-dokter-anak-petani-naik-haji/,http://suarajakarta.co/ekstra/khazanah-islam/pak-dokter-anak-petani-naik-haji/,"Pak Dokter, Anak Petani, Naik Haji…","Pak Dokter, Anak Petani, Naik Haji... - SuaraJakarta.co",21,35,55,130,4175,4049,
ccb213b7a71aea6c3b5cb31ff3a9b828,,http://kabarsurabaya.com/?p=8596,http://kabarsurabaya.com/2016/01/17/bursa-efek-indonesia-gelar-cmp-dp-untuk-cari-tenaga-kompeten-pasar-bursa/,Bursa Efek Indonesia Gelar CMP-DP Untuk Cari Tenaga Kompeten Pasar Bursa,Kabar Surabaya » Bursa Efek Indonesia Gelar CMP-DP Untuk Cari Tenaga Kompeten Pasar Bursa,17,72,89,301,2826,2527,
dfbafbce9fa8ecaff5b2609dce3067c7,,http://sidoarjosurabaya.com/manchester-united-perpanjangan-rekor-kemenangan-atas-liverpool/,,Manchester United Perpanjang Rekor Kemenangan atas Liverpool,sidoarjosurabaya.com - This website is for sale! - sidoarjosurabaya Resources and Information.,78,60,94,2029,2029,0,
fc6b6cdc8bf34efa26bed741b3d4af45,,http://kabarkota.com/berita-4229-pemerintah-diminta-wujudkan-nomor-identitas-tunggal-ada-apa.html,,"Pemerintah Diminta Wujudkan Nomor Identitas Tunggal, Ada Apa?",,0,61,0,0,1127,0,
b081ce4a07d1b41e178ce9efbb5f731d,,http://kabarkampus.com/2015/11/jean-jullien-pembuat-simbol-peace-for-paris/,http://kabarkampus.com/2015/11/jean-jullien-pembuat-simbol-peace-for-paris/,Jean Jullien Pembuat Simbol Peace for Paris,Jean Jullien Pembuat Simbol Peace for Paris,0,43,43,35,880,845,
cad21626812f486626fa168b649e3ce3,,http://www.hijauku.com/2016/01/29/orangutan-terluka-tertangkap-warga/,http://www.hijauku.com/2016/01/29/orangutan-terluka-tertangkap-warga/,Orangutan Terluka Tertangkap Warga,Orangutan Terluka Tertangkap Warga | Hijauku.com - Situs Hijau Indonesia,38,34,72,98,3410,3348,
3e1394574118b9d2b9f9fb14eb8ac0ae,,http://www.mongabay.co.id/2015/11/17/misman-dan-gerakan-bersih-sungai-karang-mumus/,http://www.mongabay.co.id/2015/11/17/misman-dan-gerakan-bersih-sungai-karang-mumus/,Misman dan Gerakan Bersih Sungai Karang Mumus,Misman dan Gerakan Bersih Sungai Karang Mumus,0,45,45,508,3927,3423,
44e7a07dca26ea3e2eb5bbdc223e7f12,,http://www.lintasntt.com/kota-kupang-dapat-bantuan-5-dump-truck-angkut-sampah/,http://www.lintasntt.com/kota-kupang-dapat-bantuan-5-dump-truck-angkut-sampah/,Kota Kupang Dapat Bantuan 5 Dump Truck Angkut Sampah,Kota Kupang Dapat Bantuan 5 Dump Truck Angkut Sampah,0,52,52,128,936,808,
c49727caeff850c951b3110ea3e00c04,,http://www.seputar-ntt.com/ribuan-warga-kota-kupang-bertekad-duduki-kantor-pln/,http://www.seputar-ntt.com/ribuan-warga-kota-kupang-bertekad-duduki-kantor-pln/,Ribuan Warga Kota Kupang Bertekad Duduki Kantor PLN,Ribuan Warga Kota Kupang Bertekad Duduki Kantor PLN,0,51,51,2,2136,2138,
7395e5e9612c16f16902f1000756c3d9,,http://indonesiatimur.co/2015/11/15/kasihan-banyak-anggota-brimob-di-ntt-yang-masih-tinggal-di-barak/,http://indonesiatimur.co/2015/11/15/kasihan-banyak-anggota-brimob-di-ntt-yang-masih-tinggal-di-barak/,Kasihan! Banyak Anggota Brimob di NTT yang Masih Tinggal di Barak,Kasihan! Banyak Anggota Brimob di NTT yang Masih Tinggal di Barak,0,65,65,14,1365,1355,
6c941c72d47f4407859ddd14090800b4,,http://www.gorontaloprov.go.id/informasi/berita/prov-gorontalo/gubernur-minta-kadin-jadi-mitra-pembangunan,http://www.gorontaloprov.go.id/informasi/berita/prov-gorontalo/gubernur-minta-kadin-jadi-mitra-pembangunan,Gubernur Minta Kadin Jadi Mitra Pembangunan,Gubernur Minta Kadin Jadi Mitra Pembangunan - Website Resmi Pemerintah Provinsi Gorontalo,46,43,89,167,1672,1505,
bb68b80cb2d61d65589e1ae0f74665c3,,http://www.suarakendari.com/ternyata-kasus-ini-yang-dikejar-kpk-di-sultra.html,http://www.suarakendari.com/ternyata-kasus-ini-yang-dikejar-kpk-di-sultra.html,Ternyata Kasus Ini yang Dikejar KPK di Sultra,Ternyata Kasus Ini yang Dikejar KPK di Sultra,0,45,45,3,5435,5438,
0b5f0c10dd1ed445be07583e220ab185,,http://www.kabarselebes.com/astaga-tabung-gas-meleduk-satu-rumah-warga-di-jalan-wahidin-terbakar/,,"Astaga, Tabung Gas Meleduk, Satu Rumah Warga di Jalan Wahidin Terbakar",,0,70,0,0,1369,0,
40672f8bdaac3d9b593fc11b60a11fb5,,http://kabarselebes.com/bila-ditunjuk-masuk-kabinet-pan-akan-mengapresiasi-presiden/,,"Bila Ditunjuk Masuk Kabinet, PAN akan Mengapresiasi Presiden",,0,60,0,0,1211,0,
b6f7b22677eb380d0f66ba708984768f,,http://kabarselebes.com/2016-bi-ajukan-ruu-pederhanaan-nilai-mata-uang-rupiah-ke-dpr/,,"2016, BI Ajukan RUU Penyederhanaan Nilai Mata Uang Rupiah ke DPR",,0,64,0,0,2222,0,
ad5dbf959ee31fcf9d3540a14a0d1ef6,,http://www.kabarselebes.com/erdogan-peringatkan-rusia-jangan-bermain-api/,,Erdogan Peringatkan Rusia: Jangan Bermain Api!,,0,46,0,0,1616,0,
7d8b9417c4787a588804dc8ab3316eab,,http://kabarselebes.com/aji-kembali-gelar-festival-media-2015-ayo-cerdas-memilih-media/,,"AJI Kembali Gelar Festival Media 2015, Ayo Cerdas Memilih Media",,0,63,0,0,2161,0,
303a99ad5ca8adeedfc237e02294d61a,,http://kabarselebes.com/ini-pesan-terakhir-personel-kostrad-praka-makmur-pada-istri-dan-anaknya/,,Ini Pesan Terakhir Personel Kostrad Praka Makmur pada Istri dan Anaknya,,0,71,0,0,1814,0,
4fcb4b20d708985ce6087bbb1dc0c477,,http://www.acehtraffic.com/2016/01/bom-sarinah-fotografer-tempo-eh-dikira.html,http://www.acehtraffic.com/2016/01/bom-sarinah-fotografer-tempo-eh-dikira.html,"Bom Sarinah, Fotografer TEMPO Eh Dikira Teroris","Bom Sarinah, Fotografer TEMPO Eh Dikira Teroris - The Aceh Traffic",19,47,66,266,2830,2568,
1a3f19313b25467345d03727dd4920b2,,http://www.globalaceh.com/2015/11/ismail-berdan-politisi-partai-gerindra.html,http://www.globalaceh.com/2015/11/ismail-berdan-politisi-partai-gerindra.html,Ismail Berdan Politisi Partai Gerindra Aceh Tutup Usia,Ismail Berdan Politisi Partai Gerindra Aceh Tutup Usia,0,54,54,1,1334,1335,
816df9bd48d510aaf10a94d1bb0fdb03,,http://waspada.co.id/aceh/banjir-aceh-utara-warga-diungsikan/,http://waspada.co.id/aceh/banjir-aceh-utara-warga-diungsikan/,"Banjir Aceh Utara, Warga Diungsikan","Banjir Aceh Utara, Warga Diungsikan – Waspada Online",17,35,52,170,2146,1978,
285f4f765f2820b7218235f7e13fe2b4,,http://www.terasntt.com/warga-naimata-keluhkan-pemadaman-listrik-sepihak/,http://www.terasntt.com/warga-naimata-keluhkan-pemadaman-listrik-sepihak/,Warga Naimata Keluhkan Pemadaman Listrik Sepihak,Warga Naimata Keluhkan Pemadaman Listrik Sepihak,0,48,48,29,1574,1549,
4812194e4cc2bbefc13c3f7a33913f17,,http://www.beritantt.com/warga-kota-kupang-alami-krisis-listrik/,,Warga Kota Kupang Alami Krisis Listrik,,0,38,0,0,2702,0,
3fd232e3a256747f42b3159c01f77cc7,,http://www.beritantt.com/listrik-padam-sepekan-warga-seruduk-pln/,,listrik padam sepekan warga seruduk pln,,0,39,0,0,2365,0,
48ff47d572b4f03acc349f73ea9570cc,,http://www.beritantt.com/warga-ttu-bangun-sumur-dengan-menggunakan-bantuan-dana-desa/,,Warga TTU bangun Sumur dengan menggunakan Bantuan Dana Desa,,0,59,0,0,2385,0,
0ae6ba7ae0bb000820454f6672e45867,,http://www.beritantt.com/syaf-atasoge-bangun-kesadaran-pelajar-melalui-empat-pilar-kebangsaan/,,Syaf Atasoge : Bangun Kesadaran Pelajar Melalui Empat Pilar Kebangsaan,,0,70,0,0,2232,0,
57a826900e492211dc0b26cb2b58ae4b,,http://www.beritantt.com/gempa-tektonik-62-skala-richter-guncang-kabupaten-alor/,,"Gempa Tektonik 6,2 Skala Richter guncang Kabupaten Alor",,0,55,0,0,1273,0,
c0e84f16398e33824e35a8c98e458dde,,http://www.sergapntt.com/kalah-di-pilkada-ngada-kornelis-soi-kini-jadi-staf-ahli-fraksi-pdi-perjuangan/,http://www.sergapntt.com/kalah-di-pilkada-ngada-kornelis-soi-kini-jadi-staf-ahli-fraksi-pdi-perjuangan/,"Kalah Di Pilkada Ngada, Kornelis Soi Kini Jadi Staf Ahli Fraksi PDI Perjuangan","Kalah Di Pilkada Ngada, Kornelis Soi Kini Jadi Staf Ahli Fraksi PDI Perjuangan",0,78,78,327,1059,732,
7282984d0585f391be106bdeefec4d27,,http://www.expontt.com/kontraktor-tuding-drainse-macet-ulah-pu/,,Kontraktor Tuding Drainse Macet Ulah PU,Site Suspend - Hosting By Qwords.com Web Hosting Indonesia,49,39,58,2106,2106,0,
06de03170029aee326d2b2aee88a7e31,,http://www.expontt.com/kemenristek-nonaktifkan-universitas-pgri-ntt-dan-243-kampus/,,Kemenristek nonaktifkan Universitas PGRI NTT dan 243 kampus,Site Suspend - Hosting By Qwords.com Web Hosting Indonesia,50,59,58,14239,14239,0,
50e34b1e43291c8f04d5a7195fbd36c4,,http://nttprov.go.id/ntt/honda-mobil-masuk-flores/,,Honda Mobil Masuk Flores,,0,24,0,0,1749,0,
75c0134440be57ab4c69cf7a47995289,,http://gorontalokab.go.id/berita-373-nurlan-bangga-perguruan-tinggi-dareah-tunjukkan-kualitas.html,,Nurlan Bangga Perguruan Tinggi Dareah Tunjukkan Kualitas,,0,56,0,0,1645,0,
47a9fd29c7e94f35bc2cde564ec2863f,,http://gorontalo.antaranews.com/berita/21055/pemkab-gorontalo-terapkan-sap-berbasis-akrual,,Pemkab Gorontalo Terapkan SAP Berbasis Akrual,Pemkab Gorontalo Terapkan SAP Berbasis Akrual - ANTARA News Gorontalo - ANTARA News Gorontalo - Berita Terkini Gorontalo,75,45,120,105,2154,2051,
2d3922c5f9404a14a19fb2927b18eb93,,http://gorontalo.antaranews.com/berita/21054/bom-jakarta--warga-bali-agar-lebih-waspada,,BOM JAKARTA - Warga Bali agar lebih waspada,BOM JAKARTA - Warga Bali agar lebih waspada - ANTARA News Gorontalo - ANTARA News Gorontalo - Berita Terkini Gorontalo,75,43,118,251,1536,1287,
8fa88e6e809dc35ffcff9e5461c1a056,,http://gorontalo.antaranews.com/berita/19276/teroris-paris--paris-balas-serang-kelompok-militan-di-suriah,,TERORIS PARIS - Paris balas serang kelompok militan di Suriah,TERORIS PARIS - Paris balas serang kelompok militan di Suriah - ANTARA News Gorontalo - ANTARA News Gorontalo - Berita Terkini Gorontalo,75,61,136,98,4642,4629,
74911aa4475f0cf924fb76853f4dbe96,,http://gorontalo.antaranews.com/berita/21075/linkin-park-keluarkan-album-anyar,,Linkin Park keluarkan album anyar,Linkin Park keluarkan album anyar - ANTARA News Gorontalo - ANTARA News Gorontalo - Berita Terkini Gorontalo,75,33,108,449,1336,889,
4e912699e19e935d72d4b777e2af3a7f,,http://gorontalo.antaranews.com/berita/21052/prediksi-liverpool-vs-manchester-united,,Prediksi Liverpool vs Manchester United,Prediksi Liverpool vs Manchester United - ANTARA News Gorontalo - ANTARA News Gorontalo - Berita Terkini Gorontalo,75,39,114,79,5364,5289,
5d44287d86d544341f3c010cbc3188a8,,http://gorontalo.antaranews.com/berita/19295/bone-bolango-jalin-kerja-sama-dengan-10-perguruan-tinggi,,Bone Bolango Jalin Kerja Sama dengan 10 Perguruan Tinggi,Bone Bolango Jalin Kerja Sama dengan 10 Perguruan Tinggi - ANTARA News Gorontalo - ANTARA News Gorontalo - Berita Terkini Gorontalo,75,56,131,90,2379,2359,
e60fb8de18c4ea4d69ea33e7196fdb7a,,http://www.nttterkini.com/viktor-lerik-siap-maju-wali-kota-kupang/,http://www.nttterkini.com/viktor-lerik-siap-maju-wali-kota-kupang/,Viktor Lerik Siap Maju Wali Kota Kupang,Viktor Lerik Siap Maju Wali Kota Kupang,0,39,39,1,1198,1199,
996a217acf1d5bcc1519f10beaf53d11,,http://nttonlinenews.co/redaksi.html,,Redaksi,,0,7,0,0,1188,0,
8bad766b81e80f82470e9149b4058941,,http://www.savanaparadise.com/medah-gelar-dengar-pendapat-soal-empat-pilar-di-manggarai/,http://www.savanaparadise.com/medah-gelar-dengar-pendapat-soal-empat-pilar-di-manggarai/,Medah Gelar Dengar Pendapat Soal Empat Pilar di Manggarai,Medah Gelar Dengar Pendapat Soal Empat Pilar di Manggarai,0,57,57,381,2374,1999,
316b8732cd1566c66c39d4c195b1a49a,,http://gorontalopost.com/2015/11/17/panwas-bonbol-melawan/,,Panwas Bonbol Melawan,,21,21,0,4334,4334,0,
1de2108742f90dd667d6ced0a11aaf3e,,http://radarmetro.com/index.php/2016/01/14/bmt-amanah-sentosa-dirampok/,,BMT Amanah Sentosa Dirampok,,0,27,0,0,1205,0,
fb883a0b73ba7e458376873da5cef114,,http://primadaily.com/read/internasional/12564/pendukung-portsmouth-lakukan-aksi-kecaman-untuk-isis/,,Pendukung Portsmouth Lakukan Aksi Kecaman Untuk ISIS,,0,52,0,0,1641,0,
43e16ae2ad272885f7f3ea78aa0fd90d,,http://www.lampungtoday.com/go/today-news/8213-khamami-gelar-konsolidasi-pilkada.html,http://www.lampungtoday.com/go/today-news/8213-khamami-gelar-konsolidasi-pilkada.html,Khamami Gelar Konsolidasi Pilkada,Khamami Gelar Konsolidasi Pilkada,0,33,33,38,935,897,
c38afb8c8def473390b1a88447d2cf9c,,http://atjehlink.com/index.php/2016/01/18/ceka-undang-penyair-aceh-terbitkan-antologi-puisi-hikayat/,,CeKa Undang Penyair Aceh Terbitkan Antologi Puisi “Hikayat”,,0,59,0,0,1947,0,
fd0b796e05acbc99fe4ad11a47e441bb,,http://www.modusaceh.com/dpr-aceh-sudah-keluarkan-rekomendasi-pemekaran-asja/,http://www.modusaceh.co/,DPR Aceh Sudah Keluarkan Rekomendasi Pemekaran Asja,MODUS ACEH - Bijak Tanpa Memihak,39,51,32,1300,1300,0,
f22c302e0ecfa610fb59d02154d14369,,http://wartamedan.com/berita-2538-madrid-ikat-kontrak-dengan-adidas.html,,Madrid Ikat Kontrak Dengan Adidas,Madrid Ikat Kontrak Dengan Adidas,0,33,33,469,1979,1510,
0f45fa495d0611b54d85fceee4fd3675,,http://www.modusaceh.com/tragedi-salim-kancil-tosan-mobil-polisi-melintas-tapi/,http://www.modusaceh.co/,"TRAGEDI SALIM KANCIL& TOSAN: Mobil Polisi Melintas, tapi…",MODUS ACEH - Bijak Tanpa Memihak,44,57,32,2258,2258,0,
953209c706549fe825a0db85f073c8c8,,http://www.ajnn.net/2015/11/mantan-anak-buah-ungkap-asal-anggaran-pencitraan-jero-wacik-di-indopos/?utm_source=rss&utm_medium=rss&utm_campaign=mantan-anak-buah-ungkap-asal-anggaran-pencitraan-jero-wacik-di-indopos,http://www.ajnn.net/news/mantan-anak-buah-ungkap-asal-anggaran-pencitraan-jero-wacik-di-indopos/index.html,Mantan Anak Buah Ungkap Asal Anggaran Pencitraan Jero Wacik di“Indopos”,"Mantan Anak Buah Ungkap Asal Anggaran Pencitraan Jero Wacik di ""Indopos"" - Jurnal - AJNN.net - Portal Berita Aceh",44,71,113,14,2420,2414,
09264da810bc4a2de6aaba6ed1357e7b,,http://infomedan.net/belum-punya-izin-gojek-medan-sudah-rekrut-200-driver.html,,"Belum Punya Izin, GoJek Medan Sudah Rekrut 200 Driver",,0,53,0,0,2333,0,
67c35b9772ab24d6863abb7896150928,,http://www.ajnn.net/2015/10/lagi-koalisi-partai-pendukung-pemkab-singkil-kembali-keluar/?utm_source=rss&utm_medium=rss&utm_campaign=lagi-koalisi-partai-pendukung-pemkab-singkil-kembali-keluar,http://www.ajnn.net/news/lagi-koalisi-partai-pendukung-pemkab-singkil-kembali-keluar/index.html,"Lagi, Koalisi Partai Pendukung Pemkab Singkil Kembali Keluar","Lagi, Koalisi Partai Pendukung Pemkab Singkil Kembali Keluar - Jurnal - AJNN.net - Portal Berita Aceh",41,60,101,279,1905,2181,
